"","ensemble","oxygen","time","siteID","forecast"
"339",49,8.85795689468799,2021-03-03,"BARC",1
"340",49,8.86080300242895,2021-03-04,"BARC",1
"341",49,8.69244186039397,2021-03-05,"BARC",1
"342",49,9.2029805690031,2021-03-06,"BARC",1
"343",49,9.48143240242814,2021-03-07,"BARC",1
"344",50,8.51798799121479,2021-03-01,"BARC",1
"345",50,8.66708317257839,2021-03-02,"BARC",1
"346",50,8.63846339708602,2021-03-03,"BARC",1
"347",50,8.48812442695298,2021-03-04,"BARC",1
"348",50,9.0445718156846,2021-03-05,"BARC",1
"349",50,8.63916287855852,2021-03-06,"BARC",1
"350",50,8.82064379881129,2021-03-07,"BARC",1
"351",51,8.52583138305191,2021-03-01,"BARC",1
"352",51,8.45849969693526,2021-03-02,"BARC",1
"353",51,8.78723907384672,2021-03-03,"BARC",1
"354",51,8.70384639127303,2021-03-04,"BARC",1
"355",51,8.6289774954757,2021-03-05,"BARC",1
"356",51,8.30674736797625,2021-03-06,"BARC",1
"357",51,8.87155118152337,2021-03-07,"BARC",1
"358",52,8.51272289972865,2021-03-01,"BARC",1
"359",52,8.33198502604126,2021-03-02,"BARC",1
"360",52,8.37235595189024,2021-03-03,"BARC",1
"361",52,7.8919027088209,2021-03-04,"BARC",1
"362",52,7.75551119413973,2021-03-05,"BARC",1
"363",52,7.49066309739056,2021-03-06,"BARC",1
"364",52,7.72486618591178,2021-03-07,"BARC",1
"365",53,8.52203742375171,2021-03-01,"BARC",1
"366",53,8.72164807571904,2021-03-02,"BARC",1
"367",53,8.47256229884698,2021-03-03,"BARC",1
"368",53,8.52987824277267,2021-03-04,"BARC",1
"369",53,8.63538885110635,2021-03-05,"BARC",1
"370",53,8.7125449676727,2021-03-06,"BARC",1
"371",53,8.37834714787683,2021-03-07,"BARC",1
"372",54,8.51437998302926,2021-03-01,"BARC",1
"373",54,8.57409948205913,2021-03-02,"BARC",1
"374",54,8.59701991315008,2021-03-03,"BARC",1
"375",54,8.70597147299991,2021-03-04,"BARC",1
"376",54,8.57851055629013,2021-03-05,"BARC",1
"377",54,8.83636788595335,2021-03-06,"BARC",1
"378",54,8.55364126858179,2021-03-07,"BARC",1
"379",55,8.53648457560893,2021-03-01,"BARC",1
"380",55,8.34158085359441,2021-03-02,"BARC",1
"381",55,8.50658631644941,2021-03-03,"BARC",1
"382",55,8.28477147218198,2021-03-04,"BARC",1
"383",55,8.22931055618804,2021-03-05,"BARC",1
"384",55,8.36292919968012,2021-03-06,"BARC",1
"385",55,8.44367225498798,2021-03-07,"BARC",1
"386",56,8.53558364455158,2021-03-01,"BARC",1
"387",56,8.39661079491335,2021-03-02,"BARC",1
"388",56,8.60517474225782,2021-03-03,"BARC",1
"389",56,8.63113540254697,2021-03-04,"BARC",1
"390",56,8.74465759433643,2021-03-05,"BARC",1
"391",56,8.82571688157369,2021-03-06,"BARC",1
"392",56,8.63140003265073,2021-03-07,"BARC",1
"393",57,8.53412256553944,2021-03-01,"BARC",1
"394",57,8.94128496257818,2021-03-02,"BARC",1
"395",57,8.61893523763203,2021-03-03,"BARC",1
"396",57,8.83904701096904,2021-03-04,"BARC",1
"397",57,8.55354833048139,2021-03-05,"BARC",1
"398",57,9.07474359943474,2021-03-06,"BARC",1
"399",57,9.33103212935821,2021-03-07,"BARC",1
"400",58,8.52538679441095,2021-03-01,"BARC",1
"401",58,8.89877784856936,2021-03-02,"BARC",1
"402",58,9.35128863979549,2021-03-03,"BARC",1
"403",58,9.38732483018197,2021-03-04,"BARC",1
"404",58,9.78760619021242,2021-03-05,"BARC",1
"405",58,9.54489425457574,2021-03-06,"BARC",1
"406",58,9.46817481673667,2021-03-07,"BARC",1
"407",59,8.51807341171877,2021-03-01,"BARC",1
"408",59,7.95034584241248,2021-03-02,"BARC",1
"409",59,8.26519956335905,2021-03-03,"BARC",1
"410",59,8.54185710075836,2021-03-04,"BARC",1
"411",59,8.89105362769654,2021-03-05,"BARC",1
"412",59,9.18082444479193,2021-03-06,"BARC",1
"413",59,9.38485512691646,2021-03-07,"BARC",1
"414",60,8.50976984678232,2021-03-01,"BARC",1
"415",60,8.11939346806333,2021-03-02,"BARC",1
"416",60,7.76306440727871,2021-03-03,"BARC",1
"417",60,7.78554703715577,2021-03-04,"BARC",1
"418",60,8.14076412154963,2021-03-05,"BARC",1
"419",60,8.16244370674724,2021-03-06,"BARC",1
"420",60,8.35568035940785,2021-03-07,"BARC",1
"421",61,8.53614462112946,2021-03-01,"BARC",1
"422",61,8.32329160017023,2021-03-02,"BARC",1
"423",61,8.38056142548343,2021-03-03,"BARC",1
"424",61,8.00260971879351,2021-03-04,"BARC",1
"425",61,8.15658416622788,2021-03-05,"BARC",1
"426",61,8.18664019749126,2021-03-06,"BARC",1
"427",61,7.82409030498786,2021-03-07,"BARC",1
"428",62,8.5315106682667,2021-03-01,"BARC",1
"429",62,8.8441582451346,2021-03-02,"BARC",1
"430",62,8.74092164901809,2021-03-03,"BARC",1
"431",62,8.56678671534287,2021-03-04,"BARC",1
"432",62,8.41307764914329,2021-03-05,"BARC",1
"433",62,8.46163277384484,2021-03-06,"BARC",1
"434",62,8.29414651463627,2021-03-07,"BARC",1
"435",63,8.51817079235156,2021-03-01,"BARC",1
"436",63,8.3797370975822,2021-03-02,"BARC",1
"437",63,8.68166942553866,2021-03-03,"BARC",1
"438",63,8.58162409394836,2021-03-04,"BARC",1
"439",63,8.94470324615245,2021-03-05,"BARC",1
"440",63,8.79168291553726,2021-03-06,"BARC",1
"441",63,8.70370580969497,2021-03-07,"BARC",1
"442",64,8.51764124675018,2021-03-01,"BARC",1
"443",64,9.09855566466114,2021-03-02,"BARC",1
"444",64,9.25132804854297,2021-03-03,"BARC",1
"445",64,9.35555368672554,2021-03-04,"BARC",1
"446",64,9.23099766039403,2021-03-05,"BARC",1
"447",64,9.21704619511872,2021-03-06,"BARC",1
"448",64,9.14711231358956,2021-03-07,"BARC",1
"449",65,8.51625940631983,2021-03-01,"BARC",1
"450",65,8.50019670604935,2021-03-02,"BARC",1
"451",65,8.62882024392715,2021-03-03,"BARC",1
"452",65,8.4660148976892,2021-03-04,"BARC",1
"453",65,8.13606935225777,2021-03-05,"BARC",1
"454",65,7.36960902191022,2021-03-06,"BARC",1
"455",65,7.62300200395677,2021-03-07,"BARC",1
"456",66,8.5141070540157,2021-03-01,"BARC",1
"457",66,8.53537929110056,2021-03-02,"BARC",1
"458",66,8.46976728581721,2021-03-03,"BARC",1
"459",66,8.62921288599012,2021-03-04,"BARC",1
"460",66,8.99801205493499,2021-03-05,"BARC",1
"461",66,8.89853338769271,2021-03-06,"BARC",1
"462",66,8.88131863885582,2021-03-07,"BARC",1
"463",67,8.51712333764393,2021-03-01,"BARC",1
"464",67,8.97812779862915,2021-03-02,"BARC",1
"465",67,8.42087477848102,2021-03-03,"BARC",1
"466",67,8.87749451677815,2021-03-04,"BARC",1
"467",67,9.17387950169152,2021-03-05,"BARC",1
"468",67,8.62045872182423,2021-03-06,"BARC",1
"469",67,8.88585478286964,2021-03-07,"BARC",1
"470",68,8.51589049807678,2021-03-01,"BARC",1
"471",68,8.42536632478869,2021-03-02,"BARC",1
"472",68,9.17063957949437,2021-03-03,"BARC",1
"473",68,9.57724687700811,2021-03-04,"BARC",1
"474",68,9.23453243015598,2021-03-05,"BARC",1
"475",68,9.42043447540235,2021-03-06,"BARC",1
"476",68,9.41522763643179,2021-03-07,"BARC",1
"477",69,8.52502216416732,2021-03-01,"BARC",1
"478",69,8.8683118088853,2021-03-02,"BARC",1
"479",69,8.79677213979935,2021-03-03,"BARC",1
"480",69,8.69138549318925,2021-03-04,"BARC",1
"481",69,8.88631204508863,2021-03-05,"BARC",1
"482",69,8.76069632864577,2021-03-06,"BARC",1
"483",69,8.64518670776677,2021-03-07,"BARC",1
"484",70,8.51716675089947,2021-03-01,"BARC",1
"485",70,8.98535933360958,2021-03-02,"BARC",1
"486",70,8.84075400731194,2021-03-03,"BARC",1
"487",70,8.6807751794475,2021-03-04,"BARC",1
"488",70,8.18466633156544,2021-03-05,"BARC",1
"489",70,8.13507336542333,2021-03-06,"BARC",1
"490",70,8.22698799948764,2021-03-07,"BARC",1
"491",71,8.52764196226272,2021-03-01,"BARC",1
"492",71,8.66984311405332,2021-03-02,"BARC",1
"493",71,8.79811747586141,2021-03-03,"BARC",1
"494",71,8.59768353577656,2021-03-04,"BARC",1
"495",71,8.40780402757558,2021-03-05,"BARC",1
"496",71,8.15365590934429,2021-03-06,"BARC",1
"497",71,7.7612182778081,2021-03-07,"BARC",1
"498",72,8.51800256699673,2021-03-01,"BARC",1
"499",72,8.35893649397884,2021-03-02,"BARC",1
"500",72,8.27358414238582,2021-03-03,"BARC",1
"501",72,8.09392190430373,2021-03-04,"BARC",1
"502",72,7.6195693272062,2021-03-05,"BARC",1
"503",72,7.32120751187884,2021-03-06,"BARC",1
"504",72,7.17279761857689,2021-03-07,"BARC",1
"505",73,8.51844664633376,2021-03-01,"BARC",1
"506",73,8.88441036370822,2021-03-02,"BARC",1
"507",73,8.92112029943507,2021-03-03,"BARC",1
"508",73,8.62353862586822,2021-03-04,"BARC",1
"509",73,8.65152749174561,2021-03-05,"BARC",1
"510",73,8.63782775099545,2021-03-06,"BARC",1
"511",73,8.58030118162276,2021-03-07,"BARC",1
"512",74,8.50408579212835,2021-03-01,"BARC",1
"513",74,9.03162921209519,2021-03-02,"BARC",1
"514",74,8.99858163520882,2021-03-03,"BARC",1
"515",74,8.65728793276506,2021-03-04,"BARC",1
"516",74,8.5827808181297,2021-03-05,"BARC",1
"517",74,8.6110798511793,2021-03-06,"BARC",1
